epoch,train_loss,val_soft,val_hard05,avg_last_k_soft,lr_enc,lr_dec
1,0.1467407227782262,0.7166661166214385,0.8537362299300477,0.7166661166214385,0.0023092264977296346,0.009994164556917578
2,0.11152210053053839,0.7220046731788752,0.8677780712601602,0.7193353949001569,0.0023092264977296346,0.009994164556917578
3,0.10227005509230619,0.7254086512574718,0.8532933128497373,0.7213598136859285,0.0023092264977296346,0.009994164556917578
4,0.09500214165112256,0.731842415264492,0.8561633504927753,0.7239804640805694,0.0023092264977296346,0.009994164556917578
5,0.0949665682296606,0.7302969999040768,0.8628545665582472,0.7252437712452708,0.0023092264977296346,0.009994164556917578
6,0.09145195663772644,0.7364558638769275,0.8784944080553255,0.727112453350547,0.0023092264977296346,0.009994164556917578
7,0.08776641800117822,0.7334556731110896,0.8814880590805777,0.7280186276020532,0.0023092264977296346,0.009994164556917578
8,0.08673925883407968,0.7375818008913788,0.88762161894919,0.7292140242632188,0.0023092264977296346,0.009994164556917578
9,0.08629436166277175,0.7338853083350362,0.8728063538795352,0.7297330558267541,0.0023092264977296346,0.009994164556917578
10,0.0836455969814499,0.7347751387216164,0.8747831640737916,0.7302372641162403,0.0023092264977296346,0.009994164556917578
11,0.0828317272193693,0.7390166412654157,0.8820609160426861,0.7324723165806379,0.0023092264977296346,0.009994164556917578
12,0.0819095735214413,0.7451569856370711,0.8958185503237535,0.7347875478264576,0.0023092264977296346,0.009994164556917578
13,0.08011091756485904,0.7363576781740085,0.8963608450405195,0.7358824505181113,0.0023092264977296346,0.009994164556917578
14,0.08101686676218314,0.7382651479810614,0.8947935572467979,0.7365247237897681,0.0023092264977296346,0.009994164556917578
15,0.08010053695763661,0.7300058750354861,0.8945103341233388,0.7364956113029091,0.0006927679493188904,0.002998249367075273
16,0.07291331771605408,0.7360890580638186,0.9042150085838978,0.7364589307215982,0.0006927679493188904,0.002998249367075273
17,0.07078878922898832,0.7390161206243009,0.8985432483119041,0.7370149754729194,0.0006927679493188904,0.002998249367075273
18,0.0706987908264473,0.7429557510757374,0.902114989486145,0.7375523704913552,0.0002078303847956671,0.0008994748101225819
19,0.06901589666330206,0.7455724609092201,0.9099739877185251,0.7387210857487736,0.0002078303847956671,0.0008994748101225819
20,0.0678325150271549,0.7452748169060579,0.9055530713677153,0.7397710535672177,0.0002078303847956671,0.0008994748101225819
21,0.06739416276913303,0.7396187311392868,0.9024386023510191,0.739831262554605,0.0002078303847956671,0.0008994748101225819
22,0.06669278521404927,0.7409164419088308,0.902002373442707,0.7394072081817809,6.234911543870013e-05,0.00026984244303677454
23,0.06678743206141458,0.7460351032388391,0.9040216110198943,0.7403749506882639,6.234911543870013e-05,0.00026984244303677454
24,0.06756014627299564,0.7463131522977466,0.9067640941412063,0.7411797511199325,6.234911543870013e-05,0.00026984244303677454
25,0.0660564421018035,0.7429755363260429,0.9069025727427364,0.7424767172489881,6.234911543870013e-05,0.00026984244303677454
26,0.06662611196954187,0.7414283825580547,0.9091306702324434,0.7430106496984117,6.234911543870013e-05,0.00026984244303677454
27,0.06602411100563008,0.7464139435849213,0.9014317179762801,0.7437504319944738,6.234911543870013e-05,0.00026984244303677454
28,0.06706075347342194,0.7449353805752487,0.9091038167378995,0.743948394944425,6.234911543870013e-05,0.00026984244303677454
29,0.06571962887290561,0.745546351834348,0.9060804682208509,0.7439457840369377,6.234911543870013e-05,0.00026984244303677454
30,0.06500923469752433,0.7439563412730814,0.9091342400630632,0.74381393647364,1.8704734631610036e-05,8.095273291103235e-05
