epoch,train_loss,val_soft,val_hard05,avg_last_k_soft,lr_enc,lr_dec
1,0.14658482884163132,0.7103549793766087,0.8391255607196503,0.7103549793766087,0.0023092264977296346,0.009994164556917578
2,0.11042022987577106,0.7236506958599381,0.8409729167520502,0.7170028376182734,0.0023092264977296346,0.009994164556917578
3,0.10342286241357627,0.7291425465354276,0.8703350125748247,0.7210494072573249,0.0023092264977296346,0.009994164556917578
4,0.09559070299796016,0.7318802316130476,0.8775661130980444,0.7237571133462556,0.0023092264977296346,0.009994164556917578
5,0.09476480554475124,0.7245050695179052,0.8869867813623751,0.7239067045805856,0.0023092264977296346,0.009994164556917578
6,0.09043793607447732,0.7377194707079764,0.8788279513795806,0.7262088322684841,0.0023092264977296346,0.009994164556917578
7,0.08798469720417561,0.7291330961687785,0.8810086005121013,0.7266265842542404,0.0023092264977296346,0.009994164556917578
8,0.08776340305060676,0.7357869423922767,0.8674108131103868,0.7277716290214951,0.0023092264977296346,0.009994164556917578
9,0.0863758674278211,0.7360766520569776,0.8564589264796603,0.728694409358771,0.0006927679493188904,0.002998249367075273
10,0.07741253493151751,0.7413375855506692,0.9015965039826757,0.7299587269779607,0.0006927679493188904,0.002998249367075273
11,0.07633253767780172,0.7405713563109398,0.9000354117265695,0.7329803646713937,0.0006927679493188904,0.002998249367075273
12,0.07391268442088539,0.7446262960538318,0.8962524420433282,0.735077924690783,0.0006927679493188904,0.002998249367075273
13,0.07348606590918198,0.7433864395341716,0.89815260802821,0.7365023139906575,0.0006927679493188904,0.002998249367075273
14,0.07348095642668107,0.7414057129107023,0.9040728987760223,0.7374548621204229,0.0006927679493188904,0.002998249367075273
15,0.07305958251119674,0.7432838519718746,0.8918094883380283,0.7393327403658199,0.0002078303847956671,0.0008994748101225819
16,0.06911526730747446,0.7470830178285913,0.8960490304761756,0.7402690950778813,0.0002078303847956671,0.0008994748101225819
17,0.06909499685316327,0.7460614641822053,0.8965613492544982,0.741961931879224,0.0002078303847956671,0.0008994748101225819
18,0.068475820536017,0.7446079691861117,0.8937704143621124,0.7428440345586076,0.0002078303847956671,0.0008994748101225819
19,0.06765506199932664,0.7454582772288434,0.896934247693681,0.7437821970757941,6.234911543870013e-05,0.00026984244303677454
20,0.06759463932594874,0.7461395258446207,0.8980055715087919,0.7442623911051893,6.234911543870013e-05,0.00026984244303677454
21,0.06711144128472436,0.7460664370271357,0.8958690095626919,0.7448118991768089,6.234911543870013e-05,0.00026984244303677454
22,0.06740076991074015,0.7465381695585751,0.9006148177516062,0.7450030865272832,1.8704734631610036e-05,8.095273291103235e-05
23,0.06762245868634324,0.7461202480154694,0.8987666609293178,0.745276467375413,1.8704734631610036e-05,8.095273291103235e-05
24,0.06685921814210824,0.7452015322755139,0.8996587778771572,0.7456560493118942,1.8704734631610036e-05,8.095273291103235e-05
25,0.06655645490743478,0.746805795359049,0.9004211912968816,0.7460082436506116,5.611420389483011e-06,2.4285819873309704e-05
26,0.06737492523274255,0.7467863503395376,0.8996635639211296,0.7459785769017062,5.611420389483011e-06,2.4285819873309704e-05
27,0.0659170087102159,0.7465304338505402,0.8986953082587674,0.7460254738685397,5.611420389483011e-06,2.4285819873309704e-05
28,0.06636089390681028,0.7466873700763154,0.9004356686780045,0.7462334139575599,1.6834261168449032e-06,7.285745961992911e-06
29,0.06655516762690372,0.746090319470731,0.9007050971158734,0.7462966181817487,1.6834261168449032e-06,7.285745961992911e-06
30,0.06626392078132472,0.7462563550594156,0.9005382970897415,0.7463083011032283,1.6834261168449032e-06,7.285745961992911e-06
