seed,epoch,step,lr,train_loss
13,95,8360,1.61546980e-03,0.08037826
13,96,8448,1.59201787e-03,0.07505833
13,97,8536,1.56854268e-03,0.07804597
13,98,8624,1.54505003e-03,0.07749694
13,99,8712,1.52154571e-03,0.07940283
13,100,8800,1.49803553e-03,0.07339702
13,101,8888,1.47452528e-03,0.07654730
13,102,8976,1.45102077e-03,0.07555416
13,103,9064,1.42752779e-03,0.07596393
13,104,9152,1.40405214e-03,0.07310500
13,105,9240,1.38059962e-03,0.07598632
13,106,9328,1.35717600e-03,0.06806706
13,107,9416,1.33378708e-03,0.07233054
13,108,9504,1.31043861e-03,0.06699007
13,109,9592,1.28713636e-03,0.07273437
13,110,9680,1.26388609e-03,0.06646682
13,111,9768,1.24069352e-03,0.06832388
13,112,9856,1.21756438e-03,0.06519618
13,113,9944,1.19450438e-03,0.06493477
13,114,10032,1.17151920e-03,0.06893845
13,115,10120,1.14861452e-03,0.06663300
13,116,10208,1.12579599e-03,0.06757820
13,117,10296,1.10306924e-03,0.06452818
13,118,10384,1.08043987e-03,0.06432337
13,119,10472,1.05791347e-03,0.06487219
13,120,10560,1.03549560e-03,0.06238731
13,121,10648,1.01319179e-03,0.06340245
13,122,10736,9.91007544e-04,0.06262176
13,123,10824,9.68948331e-04,0.06224952
13,124,10912,9.47019596e-04,0.05918952
13,125,11000,9.25226751e-04,0.05817373
13,126,11088,9.03575171e-04,0.05910877
13,127,11176,8.82070200e-04,0.05614432
13,128,11264,8.60717143e-04,0.05660403
13,129,11352,8.39521269e-04,0.05794707
13,130,11440,8.18487807e-04,0.05643920
13,131,11528,7.97621948e-04,0.05781417
13,132,11616,7.76928840e-04,0.05820923
13,133,11704,7.56413588e-04,0.05599076
13,134,11792,7.36081254e-04,0.05497203
13,135,11880,7.15936855e-04,0.05484169
13,136,11968,6.95985361e-04,0.05315921
13,137,12056,6.76231695e-04,0.05495774
13,138,12144,6.56680731e-04,0.05509726
13,139,12232,6.37337293e-04,0.05413563
13,140,12320,6.18206153e-04,0.05311626
13,141,12408,5.99292032e-04,0.05108752
13,142,12496,5.80599597e-04,0.04986853
13,143,12584,5.62133459e-04,0.05182955
13,144,12672,5.43898175e-04,0.05211481
13,145,12760,5.25898245e-04,0.05038930
13,146,12848,5.08138109e-04,0.05038324
13,147,12936,4.90622149e-04,0.05147258
13,148,13024,4.73354688e-04,0.05014493
13,149,13112,4.56339985e-04,0.05273633
13,150,13200,4.39582239e-04,0.05062210
13,151,13288,4.23085585e-04,0.05063833
13,152,13376,4.06854093e-04,0.05127307
13,153,13464,3.90891767e-04,0.04999938
13,154,13552,3.75202547e-04,0.04990592
13,155,13640,3.59790303e-04,0.04641167
13,156,13728,3.44658838e-04,0.04601339
13,157,13816,3.29811885e-04,0.04595464
13,158,13904,3.15253109e-04,0.04682007
13,159,13992,3.00986100e-04,0.04794143
13,160,14080,2.87014379e-04,0.04606941
13,161,14168,2.73341394e-04,0.04699902
13,162,14256,2.59970518e-04,0.04669499
13,163,14344,2.46905050e-04,0.04341802
13,164,14432,2.34148214e-04,0.04327013
13,165,14520,2.21703157e-04,0.04713504
13,166,14608,2.09572950e-04,0.04408994
13,167,14696,1.97760586e-04,0.04620459
13,168,14784,1.86268980e-04,0.04242658
13,169,14872,1.75100966e-04,0.04529905
13,170,14960,1.64259301e-04,0.04543563
13,171,15048,1.53746659e-04,0.04193139
13,172,15136,1.43565635e-04,0.04480309
13,173,15224,1.33718739e-04,0.04448844
13,174,15312,1.24208403e-04,0.04344827
13,175,15400,1.15036972e-04,0.04317457
13,176,15488,1.06206709e-04,0.04394528
13,177,15576,9.77197932e-05,0.04338212
13,178,15664,8.95783184e-05,0.04232561
13,179,15752,8.17842934e-05,0.04317117
13,180,15840,7.43396413e-05,0.04387329
13,181,15928,6.72461990e-05,0.04248884
13,182,16016,6.05057166e-05,0.04116014
13,183,16104,5.41198573e-05,0.04276205
13,184,16192,4.80901966e-05,0.04395648
13,185,16280,4.24182223e-05,0.04261224
13,186,16368,3.71053339e-05,0.04262828
13,187,16456,3.21528422e-05,0.04382787
13,188,16544,2.75619692e-05,0.04211719
13,189,16632,2.33338477e-05,0.04336500
13,190,16720,1.94695208e-05,0.03960471
13,191,16808,1.59699420e-05,0.03930998
13,192,16896,1.28359748e-05,0.04015018
13,193,16984,1.00683925e-05,0.04109620
13,194,17072,7.66787786e-06,0.04071341
13,195,17160,5.63502322e-06,0.04214043
13,196,17248,3.97033015e-06,0.04074535
13,197,17336,2.67420940e-06,0.04306655
13,198,17424,1.74698076e-06,0.04118164
13,199,17512,1.18887300e-06,0.04180353
13,200,17600,1.00002385e-06,0.04068685
