epoch,train_loss,lr_enc,lr_dec
1,0.1406119046254883,0.0020111917754812732,0.0070438813370146194
2,0.10644349940960413,0.0020111917754812732,0.0070438813370146194
3,0.09771041123217464,0.0020111917754812732,0.0070438813370146194
4,0.09348782788477232,0.0020111917754812732,0.0070438813370146194
5,0.08954568152596827,0.0020111917754812732,0.0070438813370146194
6,0.08823474424335177,0.0020111917754812732,0.0070438813370146194
7,0.08568628872855472,0.0020111917754812732,0.0070438813370146194
8,0.08386498718325501,0.0020111917754812732,0.0070438813370146194
9,0.08433046285878955,0.0020111917754812732,0.0070438813370146194
10,0.08139626035240662,0.0020111917754812732,0.0070438813370146194
11,0.08088132711442116,0.0020111917754812732,0.0070438813370146194
12,0.08101813538986094,0.0020111917754812732,0.0070438813370146194
13,0.07863788639611387,0.0020111917754812732,0.0070438813370146194
14,0.07978273341746929,0.0020111917754812732,0.0070438813370146194
15,0.07708770001029715,0.0020111917754812732,0.0070438813370146194
16,0.07715018986210283,0.0020111917754812732,0.0070438813370146194
17,0.07639877154761097,0.0020111917754812732,0.0070438813370146194
18,0.07529367889756702,0.0020111917754812732,0.0070438813370146194
19,0.0759061174467206,0.0020111917754812732,0.0070438813370146194
20,0.07520761478398559,0.0020111917754812732,0.0070438813370146194
21,0.0754990490673294,0.0020111917754812732,0.0070438813370146194
22,0.07373053986038336,0.0020111917754812732,0.0070438813370146194
23,nan,0.0020111917754812732,0.0070438813370146194
24,0.07270090490374458,0.0020111917754812732,0.0070438813370146194
25,nan,0.0020111917754812732,0.0070438813370146194
26,nan,0.0020111917754812732,0.0070438813370146194
27,nan,0.000603357532644382,0.0021131644011043857
28,nan,0.000603357532644382,0.0021131644011043857
29,nan,0.000603357532644382,0.0021131644011043857
30,nan,0.00018100725979331458,0.0006339493203313157
31,nan,0.00018100725979331458,0.0006339493203313157
32,nan,0.00018100725979331458,0.0006339493203313157
33,nan,5.430217793799437e-05,0.0001901847960993947
34,nan,5.430217793799437e-05,0.0001901847960993947
35,nan,5.430217793799437e-05,0.0001901847960993947
36,nan,1.629065338139831e-05,5.7055438829818405e-05
37,nan,1.629065338139831e-05,5.7055438829818405e-05
38,nan,1.629065338139831e-05,5.7055438829818405e-05
39,nan,4.887196014419493e-06,1.711663164894552e-05
40,nan,4.887196014419493e-06,1.711663164894552e-05
41,nan,4.887196014419493e-06,1.711663164894552e-05
42,nan,1.4661588043258477e-06,5.134989494683656e-06
43,nan,1.4661588043258477e-06,5.134989494683656e-06
44,nan,1.4661588043258477e-06,5.134989494683656e-06
45,nan,1e-06,1.5404968484050966e-06
46,nan,1e-06,1.5404968484050966e-06
47,nan,1e-06,1.5404968484050966e-06
48,nan,1e-06,1e-06
49,nan,1e-06,1e-06
50,nan,1e-06,1e-06
51,nan,1e-06,1e-06
52,nan,1e-06,1e-06
53,nan,1e-06,1e-06
54,nan,1e-06,1e-06
55,nan,1e-06,1e-06
56,nan,1e-06,1e-06
57,nan,1e-06,1e-06
58,nan,1e-06,1e-06
59,nan,1e-06,1e-06
60,nan,1e-06,1e-06
