epoch,train_loss,val_soft,val_hard05,avg_last_k_soft,lr_enc,lr_dec
1,0.14707204971454568,0.7205173977288435,0.8402796356775526,0.7205173977288435,0.0020111917754812732,0.0070438813370146194
2,0.11094444154541937,0.7229182394498178,0.8611833097941617,0.7217178185893307,0.0020111917754812732,0.0070438813370146194
3,0.10323069834570822,0.7248254798990185,0.8705151755344926,0.7227537056925599,0.0020111917754812732,0.0070438813370146194
4,0.09532027443426032,0.7308035224089974,0.8632810073872043,0.7247661598716693,0.0020111917754812732,0.0070438813370146194
5,0.09427070965255135,0.7290477236823019,0.8582454410289883,0.7256224726337959,0.0020111917754812732,0.0070438813370146194
6,0.08950081592772888,0.7289091757133305,0.8889721451763946,0.726170256480385,0.0020111917754812732,0.0070438813370146194
7,0.08765640083111659,0.7258062651800692,0.8919110054569088,0.726118257723197,0.000603357532644382,0.0021131644011043857
8,0.07909055284939279,0.7382270949406049,0.8926286273888059,0.727631862375373,0.000603357532644382,0.0021131644011043857
9,0.07787184142009279,0.7388225242792503,0.8908682170421749,0.7288752692535816,0.000603357532644382,0.0021131644011043857
10,0.07582488096854435,0.7403160003034122,0.8938194742984795,0.7300193423585647,0.000603357532644382,0.0021131644011043857
11,0.07493892234626663,0.740799753884093,0.8919011808869636,0.7320475779740895,0.000603357532644382,0.0021131644011043857
12,0.074474539186655,0.7407304804276159,0.9011205240168355,0.7338288020718694,0.000603357532644382,0.0021131644011043857
13,0.07395786046321767,0.7429674124273663,0.8886428514587368,0.7356429953247041,0.000603357532644382,0.0021131644011043857
14,0.07278099563170798,0.7418298098362845,0.9009953096044404,0.7367456240674328,0.000603357532644382,0.0021131644011043857
15,0.07341510025899221,0.7440093828400967,0.8948566303032672,0.7382417899832123,0.000603357532644382,0.0021131644011043857
16,0.07310955430639077,0.7448626454720563,0.8946811807673045,0.7398371369590849,0.000603357532644382,0.0021131644011043857
17,0.07275924375934181,0.7427085817880145,0.8956120483447426,0.7415273686198794,0.000603357532644382,0.0021131644011043857
18,0.07175236459079573,0.7413298847229968,0.9064450096807515,0.7418376475981187,0.000603357532644382,0.0021131644011043857
19,0.07209865633110515,0.7439506450926073,0.8900207837956241,0.7423504596794543,0.00018100725979331458,0.0006339493203313157
20,0.06803239195150192,0.7431382808406746,0.898374173955951,0.7426326877331806,0.00018100725979331458,0.0006339493203313157
21,0.0671102675793443,0.745230231683807,0.8968998707967728,0.7430757355131519,0.00018100725979331458,0.0006339493203313157
22,0.06751255587160503,0.7459701953064775,0.902249175314877,0.7435997070010381,0.00018100725979331458,0.0006339493203313157
23,0.06768283086500845,0.7448368219966582,0.9038073604091152,0.7437866479579673,0.00018100725979331458,0.0006339493203313157
24,0.0673405376561963,0.7446047241392955,0.9036938186344078,0.7440641393882684,0.00018100725979331458,0.0006339493203313157
25,0.0679080298924218,0.7451178258250721,0.8979339585615437,0.744174983686766,5.430217793799437e-05,0.0001901847960993947
26,0.06700665668751397,0.7454471868822018,0.9034119934236927,0.7442334378277804,5.430217793799437e-05,0.0001901847960993947
27,0.06644055565712217,0.7466445778320872,0.901392799924176,0.7446270374321877,5.430217793799437e-05,0.0001901847960993947
28,0.0659723819321263,0.7468849618754385,0.9012458868139483,0.7451825451474319,5.430217793799437e-05,0.0001901847960993947
29,0.0662379260752469,0.745065133372331,0.9043935330858289,0.7452939939754043,5.430217793799437e-05,0.0001901847960993947
30,0.06613869767459168,0.7467050157582235,0.9023941819810266,0.7456506674671592,5.430217793799437e-05,0.0001901847960993947
