epoch,train_loss,val_loss,val_soft,val_hard05,avg_last_k_soft,lr_enc,lr_dec
1,0.146039288987364,0.10128120997911304,0.7129090174432464,0.8432452521104994,0.7129090174432464,0.0020111917754812732,0.0070438813370146194
2,0.11141032419840044,0.09998024087119381,0.7112121438562484,0.8145790960882263,0.7120605806497474,0.0020111917754812732,0.0070438813370146194
3,0.10267933036057472,0.09442411944742791,0.7143193574882701,0.8813301595902905,0.7128135062625883,0.0020111917754812732,0.0070438813370146194
4,0.09710010460727735,0.0834773376310409,0.7280265500126889,0.8817231202166773,0.7166167672001135,0.0020111917754812732,0.0070438813370146194
5,0.09473233349874753,0.09612058482703462,0.7190794647094453,0.8651119862799727,0.7171093067019798,0.0020111917754812732,0.0070438813370146194
6,0.09067551107861994,0.08327012154614188,0.7338591242364556,0.8581398274544858,0.7199009429577258,0.0020111917754812732,0.0070438813370146194
7,0.08879710497594658,0.07395295468913096,0.7351302024579525,0.9003589741575491,0.7220765514577582,0.0020111917754812732,0.0070438813370146194
8,0.0880238139390692,0.08867053146254837,0.7235644609206364,0.8641729420214262,0.722262540140618,0.0020111917754812732,0.0070438813370146194
9,0.08634533707387772,0.07890089507493034,0.730775412020642,0.8935184918183897,0.7232084147939539,0.0020111917754812732,0.0070438813370146194
10,0.08427391649691836,0.07869548348831215,0.7346622092415344,0.894958798763947,0.724353794238712,0.000603357532644382,0.0021131644011043857
11,0.07624967943040045,0.07032043578131171,0.7414934578047714,0.8953454866235239,0.7272122382748645,0.000603357532644382,0.0021131644011043857
12,0.07399593966120022,0.07080317427698081,0.7434916750978809,0.9007477766686671,0.7304401913990277,0.000603357532644382,0.0021131644011043857
13,0.07264342870032593,0.06937463289509234,0.7445189661123651,0.8988970333031707,0.7334601522614373,0.000603357532644382,0.0021131644011043857
14,0.07379642580018704,0.07054549273047503,0.7428908831336518,0.8942111284388711,0.7349465855735335,0.000603357532644382,0.0021131644011043857
15,0.07355899638598647,0.06946890135490039,0.7441219407635957,0.9025471169882557,0.7374508331789487,0.000603357532644382,0.0021131644011043857
16,0.07161475959069588,0.06989431918065417,0.7402456738219172,0.9056372203095394,0.7380894881374948,0.00018100725979331458,0.0006339493203313157
17,0.07026147671983776,0.06805286834604155,0.7450176382013667,0.9014358706786266,0.7390782317118362,0.00018100725979331458,0.0006339493203313157
18,0.0685216581500396,0.06835143078547687,0.7452588878819977,0.9037565078482596,0.7412476744079723,0.00018100725979331458,0.0006339493203313157
19,0.06854880605391962,0.06905582400912634,0.7440454621889468,0.9025524145774289,0.7425746794248027,0.00018100725979331458,0.0006339493203313157
20,0.06831986708718357,0.06645734622104339,0.7461053201942728,0.8994104678325776,0.7437189905200767,0.00018100725979331458,0.0006339493203313157
21,0.0674494620515555,0.06663531613021542,0.7462369803758261,0.9052418000315083,0.7441933427771821,0.00018100725979331458,0.0006339493203313157
22,0.06786442545264389,0.0684132005067819,0.7440288622132837,0.9033610662356699,0.7442470614887224,0.00018100725979331458,0.0006339493203313157
23,0.06710592266713407,0.06651188371476029,0.7452397160387547,0.9072621579561521,0.7443191364813613,0.00018100725979331458,0.0006339493203313157
24,0.0675050130286891,0.06648151594927793,0.745777553415551,0.9042120037175585,0.7446078035095514,5.430217793799437e-05,0.0001901847960993947
25,0.06697891606116954,0.06695427112965432,0.745986630778312,0.903119495118123,0.7447942725110228,5.430217793799437e-05,0.0001901847960993947
26,0.06636206401890893,0.06601047958177397,0.7459031162054305,0.9046007692914421,0.7453600167493741,5.430217793799437e-05,0.0001901847960993947
27,0.06626986626939602,0.06726805789393057,0.7453203623206394,0.9049219975290168,0.7453902891613015,1.629065338139831e-05,5.7055438829818405e-05
28,0.06657518136884666,0.06703846315061907,0.7458897540460843,0.9032323162227067,0.7454533757777101,1.629065338139831e-05,5.7055438829818405e-05
29,0.06629721510397636,0.0660899780180697,0.7458145808992139,0.9070451043884007,0.7456302876487368,1.629065338139831e-05,5.7055438829818405e-05
30,0.0655813265504734,0.0660833045417359,0.7450234527147697,0.9061944192559361,0.7455221009007866,4.887196014419493e-06,1.711663164894552e-05
