candidate_id,seed,optuna_value_phase4,loss_name,best_avg_last_k_soft,best_epoch,best_val_soft,best_val_hard05,final_val_soft,final_val_hard05,ckpt_last_path
66,13,0.7352773127394677,BCEDiceLoss,0.7447892563111104,29,0.7445475164934595,0.9057838307426176,0.7361418215834686,0.9099753539034343,seg_phase5/topk_retrain/trial_66/seed_13/last.pth
56,13,0.7368422299584074,BCEDiceLoss,0.7447121763568801,25,0.7458126525420272,0.9010227843398994,0.7391394739417252,0.9048999442483877,seg_phase5/topk_retrain/trial_56/seed_13/last.pth
81,71,0.7365898194353723,BCEDiceLoss,0.7446968673919491,29,0.7443170030576446,0.9052845711309963,0.7392545653880265,0.9038072748456456,seg_phase5/topk_retrain/trial_81/seed_71/last.pth
56,37,0.7368422299584074,BCEDiceLoss,0.7446935830605745,25,0.7464741361699843,0.9011854267281884,0.7392633033755919,0.8984513884571961,seg_phase5/topk_retrain/trial_56/seed_37/last.pth
62,13,0.7353892440571511,BCEDiceLoss,0.7446587838419559,27,0.7425780843063343,0.9045875218158334,0.7419979796625163,0.9097030244805989,seg_phase5/topk_retrain/trial_62/seed_13/last.pth
56,71,0.7368422299584074,BCEDiceLoss,0.7446157007384268,30,0.7425001791287532,0.9018666507804673,0.7425001791287532,0.9018666507804673,seg_phase5/topk_retrain/trial_56/seed_71/last.pth
64,71,0.7354883044461202,BCEDiceLoss,0.7444366364147884,28,0.7435256379619956,0.9033384066791541,0.7442052668660183,0.9039260235374991,seg_phase5/topk_retrain/trial_64/seed_71/last.pth
66,37,0.7352773127394677,BCEDiceLoss,0.744355435767421,30,0.7433294705883328,0.8953951249736611,0.7433294705883328,0.8953951249736611,seg_phase5/topk_retrain/trial_66/seed_37/last.pth
61,37,0.7354832334195082,BCEDiceLoss,0.7443256980026893,30,0.7460708011220052,0.9048095464309913,0.7460708011220052,0.9048095464309913,seg_phase5/topk_retrain/trial_61/seed_37/last.pth
63,37,0.7353849595198361,BCEDiceLoss,0.7441343030287808,30,0.7480709136286455,0.9005017105447685,0.7480709136286455,0.9005017105447685,seg_phase5/topk_retrain/trial_63/seed_37/last.pth
55,13,0.7355705447752923,BCEDiceLoss,0.7438194175057101,30,0.7424895237845203,0.9063020572444052,0.7424895237845203,0.9063020572444052,seg_phase5/topk_retrain/trial_55/seed_13/last.pth
54,13,0.7357608288656204,BCEDiceLoss,0.7437810155477387,29,0.7446194278280747,0.9049909741334403,0.7392942843586362,0.9080169117312664,seg_phase5/topk_retrain/trial_54/seed_13/last.pth
63,13,0.7353849595198361,BCEDiceLoss,0.743154981512361,29,0.745590844412625,0.9062083217259099,0.7392757374371941,0.9039031273934037,seg_phase5/topk_retrain/trial_63/seed_13/last.pth
64,37,0.7354883044461202,BCEDiceLoss,0.743022517136155,30,0.742934931931358,0.9052274105346759,0.742934931931358,0.9052274105346759,seg_phase5/topk_retrain/trial_64/seed_37/last.pth
75,13,0.7357878136312672,BCEDiceLoss,0.7413872908380228,24,0.7462486178896006,0.9093315795912891,0.7387676372796839,0.9097001756141071,seg_phase5/topk_retrain/trial_75/seed_13/last.pth
61,13,0.7354832334195082,BCEDiceLoss,0.7404634295644329,28,0.7402887349852667,0.9064530737217869,0.7379370482605827,0.9074019341319214,seg_phase5/topk_retrain/trial_61/seed_13/last.pth
81,13,0.7365898194353723,BCEDiceLoss,0.7362403429678146,21,0.7331773050162065,0.9030086781626333,0.7276200812872816,0.9054224202152918,seg_phase5/topk_retrain/trial_81/seed_13/last.pth
