run_id,group,base,seed,max_steps,final_loss,late_mean_loss,auc_mean_loss,alignment,uniformity,aug_config_json,delta_late_mean_loss,delta_alignment,delta_uniformity,impact_score
baseline_seed13,toggle,baseline,13,2000,0.2070378,0.21888680400000005,0.8808699997435899,0.3411732167005539,-3.756162405014038,"{""blur_kernel"": 3, ""blur_sigma"": [0.1, 0.8], ""crop_scale"": [0.4, 1.0], ""image_size"": 256, ""jitter_b"": 0.4, ""jitter_c"": 0.4, ""jitter_h"": 0.1, ""jitter_s"": 0.4, ""p_blur"": 0.5, ""p_gray"": 0.1, ""p_hflip"": 0.5, ""p_jitter"": 0.8, ""p_vflip"": 0.5, ""rot_deg"": 10.0, ""use_crop"": true}",0.0,0.0,0.0,0.0
no_crop_seed13,toggle,baseline,13,2000,0.0176207,0.018688571999999997,0.4003030993589744,0.15691715478897095,-3.7857775688171387,"{""blur_kernel"": 3, ""blur_sigma"": [0.1, 0.8], ""crop_scale"": [0.4, 1.0], ""image_size"": 256, ""jitter_b"": 0.4, ""jitter_c"": 0.4, ""jitter_h"": 0.1, ""jitter_s"": 0.4, ""p_blur"": 0.5, ""p_gray"": 0.1, ""p_hflip"": 0.5, ""p_jitter"": 0.8, ""p_vflip"": 0.5, ""rot_deg"": 10.0, ""use_crop"": false}",-0.20019823200000006,-0.18425606191158295,-0.029615163803100586,0.4140694577146836
no_jitter_seed13,toggle,baseline,13,2000,0.04812957,0.050494357999999996,0.15123540717948716,0.23960642144083977,-3.8106749057769775,"{""blur_kernel"": 3, ""blur_sigma"": [0.1, 0.8], ""crop_scale"": [0.4, 1.0], ""image_size"": 256, ""jitter_b"": 0.4, ""jitter_c"": 0.4, ""jitter_h"": 0.1, ""jitter_s"": 0.4, ""p_blur"": 0.5, ""p_gray"": 0.1, ""p_hflip"": 0.5, ""p_jitter"": 0.0, ""p_vflip"": 0.5, ""rot_deg"": 10.0, ""use_crop"": true}",-0.16839244600000006,-0.10156679525971413,-0.05451250076293945,0.3244717420226536
no_rotation_seed13,toggle,baseline,13,2000,0.15666457,0.163358609,0.7486074307692308,0.29963263869285583,-3.764636754989624,"{""blur_kernel"": 3, ""blur_sigma"": [0.1, 0.8], ""crop_scale"": [0.4, 1.0], ""image_size"": 256, ""jitter_b"": 0.4, ""jitter_c"": 0.4, ""jitter_h"": 0.1, ""jitter_s"": 0.4, ""p_blur"": 0.5, ""p_gray"": 0.1, ""p_hflip"": 0.5, ""p_jitter"": 0.8, ""p_vflip"": 0.5, ""rot_deg"": 0.0, ""use_crop"": true}",-0.05552819500000006,-0.04154057800769806,-0.008474349975585938,0.10554312298328405
no_gray_seed13,toggle,baseline,13,2000,0.16370127,0.175843011,0.7400847078205128,0.3133777529001236,-3.762629747390747,"{""blur_kernel"": 3, ""blur_sigma"": [0.1, 0.8], ""crop_scale"": [0.4, 1.0], ""image_size"": 256, ""jitter_b"": 0.4, ""jitter_c"": 0.4, ""jitter_h"": 0.1, ""jitter_s"": 0.4, ""p_blur"": 0.5, ""p_gray"": 0.0, ""p_hflip"": 0.5, ""p_jitter"": 0.8, ""p_vflip"": 0.5, ""rot_deg"": 10.0, ""use_crop"": true}",-0.04304379300000005,-0.027795463800430298,-0.006467342376708984,0.07730659917713933
no_blur_seed13,toggle,baseline,13,2000,0.18025356,0.19823185299999999,0.8202227121794871,0.3140287473797798,-3.758535861968994,"{""blur_kernel"": 3, ""blur_sigma"": [0.1, 0.8], ""crop_scale"": [0.4, 1.0], ""image_size"": 256, ""jitter_b"": 0.4, ""jitter_c"": 0.4, ""jitter_h"": 0.1, ""jitter_s"": 0.4, ""p_blur"": 0.0, ""p_gray"": 0.1, ""p_hflip"": 0.5, ""p_jitter"": 0.8, ""p_vflip"": 0.5, ""rot_deg"": 10.0, ""use_crop"": true}",-0.02065495100000006,-0.02714446932077408,-0.0023734569549560547,0.05017287727573019
no_vflip_seed13,toggle,baseline,13,2000,0.19307153,0.212538978,0.8187548647435899,0.3367052897810936,-3.7528834342956543,"{""blur_kernel"": 3, ""blur_sigma"": [0.1, 0.8], ""crop_scale"": [0.4, 1.0], ""image_size"": 256, ""jitter_b"": 0.4, ""jitter_c"": 0.4, ""jitter_h"": 0.1, ""jitter_s"": 0.4, ""p_blur"": 0.5, ""p_gray"": 0.1, ""p_hflip"": 0.5, ""p_jitter"": 0.8, ""p_vflip"": 0.0, ""rot_deg"": 10.0, ""use_crop"": true}",-0.006347826000000056,-0.004467926919460297,0.003278970718383789,0.014094723637844142
no_hflip_seed13,toggle,baseline,13,2000,0.19378313,0.213000934,0.8252293538461537,0.34580565243959427,-3.75778865814209,"{""blur_kernel"": 3, ""blur_sigma"": [0.1, 0.8], ""crop_scale"": [0.4, 1.0], ""image_size"": 256, ""jitter_b"": 0.4, ""jitter_c"": 0.4, ""jitter_h"": 0.1, ""jitter_s"": 0.4, ""p_blur"": 0.5, ""p_gray"": 0.1, ""p_hflip"": 0.0, ""p_jitter"": 0.8, ""p_vflip"": 0.5, ""rot_deg"": 10.0, ""use_crop"": true}",-0.005885870000000043,0.004632435739040375,-0.0016262531280517578,0.012144558867092176
