epoch,train_loss,val_loss,val_soft,val_hard05,avg_last_k_soft,lr_enc,lr_dec
1,0.17987174567178632,0.10801375188891199,0.7003306041575832,0.8329359825346028,0.7003306041575832,0.004823252452758972,0.004823252452758972
2,0.13422165523078425,0.0994468712050449,0.7043959137692873,0.8546082769192519,0.7023632589634352,0.004823252452758972,0.004823252452758972
3,0.12172874742260216,0.0936534930947229,0.7125676510330035,0.8667076302788691,0.7057647229866246,0.004823252452758972,0.004823252452758972
4,0.11370813290172435,0.0862103130065141,0.7178271031439404,0.8743871120359742,0.7087803180259535,0.004823252452758972,0.004823252452758972
5,0.10402484301556932,0.09214996957221692,0.7177268483403927,0.858293108271438,0.7105696240888413,0.004823252452758972,0.004823252452758972
6,0.10282542477791191,0.0906979631004429,0.7279805323566141,0.8616971038518246,0.7134714421334701,0.004823252452758972,0.004823252452758972
7,0.09773609003065326,0.0771589521175633,0.7301379418034785,0.8847556464660148,0.7158523706577571,0.004823252452758972,0.004823252452758972
8,0.09576220444753661,0.09497197198748389,0.7223833010073297,0.8304987064188032,0.7166687369514537,0.004823252452758972,0.004823252452758972
9,0.09394758685577846,0.08001682220993933,0.7303981313422845,0.8685479675589102,0.7181942252171016,0.004823252452758972,0.004823252452758972
10,0.09083614939070762,0.07666121403840627,0.7392556031279651,0.880749402151681,0.720300363008188,0.004823252452758972,0.004823252452758972
11,0.089850600444256,0.07645815044691248,0.7360995621434436,0.8728878632710254,0.7238772588067739,0.004823252452758972,0.004823252452758972
12,0.09111166683071895,0.07459025211843703,0.7355185840782618,0.8756902150996341,0.7269895258376714,0.004823252452758972,0.004823252452758972
13,0.08924999851337138,0.0771076909588255,0.7340316021382709,0.8871837129676481,0.7291359209481981,0.004823252452758972,0.004823252452758972
14,0.08706499579633381,0.07442765832942395,0.7389319902568906,0.8877487825431888,0.7312464096594933,0.00337627671693128,0.00337627671693128
15,0.08156177618719161,0.07013765083927544,0.7342426731709845,0.8966686213752861,0.7328979921425525,0.00337627671693128,0.00337627671693128
16,0.08132758481388397,0.06845166117002649,0.7398711734502662,0.8942005750531943,0.7340870562519176,0.00337627671693128,0.00337627671693128
17,0.08202624901706446,0.07241413709715332,0.7336550146888612,0.8993772947131493,0.7344387635404559,0.00337627671693128,0.00337627671693128
18,0.08015512594200196,0.06975625868830737,0.7379713262659878,0.8925662982344429,0.7359975660663217,0.00337627671693128,0.00337627671693128
19,0.07966319468955621,0.06880484716920104,0.737817794990062,0.9026764728091595,0.7367395324310995,0.00337627671693128,0.00337627671693128
20,0.07829697006877433,0.06721179308198728,0.7428427835139687,0.8907539769086694,0.7370982504696997,0.00337627671693128,0.00337627671693128
21,0.07792522715444261,0.06534381719781879,0.7454639679899996,0.8859232211650313,0.7380346910543553,0.00337627671693128,0.00337627671693128
22,0.07875095476389776,0.06921108232714696,0.739326013716712,0.8964655600724515,0.7384154340182003,0.00337627671693128,0.00337627671693128
23,0.0761791246104325,0.06604551605270781,0.7320626936193698,0.8944166883502859,0.7382185431663103,0.00337627671693128,0.00337627671693128
24,0.07663297360459118,0.06500611382852213,0.7443843255556486,0.8928945278086527,0.738763776696186,0.00337627671693128,0.00337627671693128
25,0.0744854562988518,0.0690264685325113,0.7214668803352347,0.8862234574725513,0.737486197412611,0.0023633937018518957,0.0023633937018518957
26,0.07296934690035826,0.06354881056362081,0.7494241929511992,0.8899692822079825,0.7384414993627043,0.0023633937018518957,0.0023633937018518957
27,0.07324737946615152,0.06403795192158084,0.7451329198822951,0.8988565121747815,0.7395892898820478,0.0023633937018518957,0.0023633937018518957
28,0.07138532628404333,0.06414437980604092,0.745164694242764,0.8979198402872866,0.7403086266797253,0.0023633937018518957,0.0023633937018518957
29,0.07395765977971097,0.06502786185188165,0.7398774944283131,0.8954971526918905,0.7405145966235505,0.0023633937018518957,0.0023633937018518957
30,0.0711965088065423,0.06420184035532064,0.7455335207992484,0.8928206509958723,0.7407836703520784,0.0016543755912963268,0.0016543755912963268
