epoch,train_loss,lr_enc,lr_dec
1,0.17253031128450985,0.0020098143264988036,0.007039055324964599
2,0.12265310727656634,0.0020056857550433114,0.007024590516578119
3,0.11319799272014815,0.0019988173772421823,0.0070005265588895275
4,0.10509212958499398,0.001989228018841554,0.006966929409534184
5,0.09998569846414355,0.001976943963606255,0.006923891155963162
6,0.09626267566456365,0.0019619988812778306,0.006871529763037949
7,0.09382382800245427,0.0019444337352881227,0.006809988749696955
8,0.09323018539034865,0.0019242966704813517,0.006739436795580086
9,0.0897951255085061,0.0019016428811524423,0.00666006727868957
10,0.08892869509206397,0.0018765344597632997,0.006572097745354297
11,0.08555108191182043,0.0018490402267516857,0.006475769313950449
12,0.0844821090552401,0.0018192355418991852,0.0063713460140127996
13,0.08434061713992282,0.0017872020977752806,0.006259114062548102
14,0.08345769844758086,0.0017530276958236978,0.006139381079534173
15,0.0819300239071138,0.0017168060057047528,0.0060124752447549175
16,0.08112723587922407,0.001678636308553323,0.005878744398282349
17,0.07925536323487944,0.001638623224856157,0.005738555087071131
18,0.07865596834793967,0.0015968764276943933,0.005592291560278854
19,0.07867133762169913,0.0015535103421372683,0.005440354716065803
20,0.07724192607634991,0.0015086438316109542,0.005283161002760964
21,0.0762228254468946,0.001462399872102171,0.005121141277406106
22,0.07589007553309948,0.001414905215089554,0.004954739624806574
23,0.0741320839384862,0.0013662900401266616,0.004784412140325706
24,0.07704945412745352,0.0013166875980288673,0.004610625679759143
25,0.07332688279785636,0.0012662338456421382,0.004433856579715553
26,0.07365224713480592,0.0012150670731947686,0.004254589352011084
27,0.07183051693984056,0.0011633275252534788,0.0040733153556561635
28,0.07267978308006692,0.001111157016322803,0.003890531450074597
29,0.07143866361581601,0.0010586985421413928,0.0037067386332464303
30,0.07206475855234791,0.0010060958877406365,0.0035224406685073102
31,0.07064608083420126,0.0009534932333398798,0.003338142703768189
32,0.06932576886437675,0.0009010347591584699,0.003154349886940023
33,0.069769065591678,0.0008488642502277941,0.0029715659813584557
34,0.0689756093005905,0.0007971247022865039,0.002790291985003534
35,0.06814006783734909,0.0007459579298391347,0.002611024757299066
36,0.0684472083863575,0.0006955041774524055,0.0024342556572554755
37,0.0674690449626671,0.0006459017353546113,0.0022604691966889136
38,0.06739289670406336,0.0005972865603917189,0.0020901417122080454
39,0.06670546631803165,0.0005497919033791016,0.0019237400596085123
40,0.06650952275408821,0.0005035479438703185,0.0017617203342536554
41,0.06655413182207542,0.0004586814333440046,0.0016045266209488175
42,0.06532455433057494,0.0004153153477868794,0.0014525897767357656
43,0.06509656146359868,0.0003735685506251159,0.0013063262499434889
44,0.06364676840043859,0.00033355546692794995,0.0011661369387322715
45,0.06453757486172086,0.00029538576977651966,0.0010324060922597019
46,0.06331084494319313,0.00025916407965757485,0.0009055002574804473
47,0.06341647891880238,0.00022498967770599192,0.0007857672744665182
48,0.06297117871382694,0.00019295623358208733,0.0006735353230018208
49,0.06191208159716541,0.00016315154872958686,0.0005691120230641709
50,0.06360259628126186,0.00013565731571797292,0.000472783591660323
51,0.0626711095269485,0.0001105488943288301,0.0003848140583250494
52,0.06275336036530879,8.789510499992045e-05,0.0003054445414345327
53,0.06207437664666708,6.775804019314948e-05,0.00023489258731766423
54,0.06247241569400878,5.019289420344204e-05,0.00017335157397667112
55,0.06145318429474165,3.524781187501755e-05,0.00012099018105145746
56,0.06204603310296771,2.2963756639718413e-05,7.795192748043593e-05
57,0.06225880510634154,1.3374398239090475e-05,4.4354778125092744e-05
58,0.06131963777438608,6.5060204379613404e-06,2.0290820436500307e-05
59,0.06181707603621468,2.377448982469303e-06,5.8260120500195555e-06
60,0.06193821931791693,1e-06,1e-06
