seed,simclr,nosimclr,difference
13,0.892601446535735,0.8924843647416714,0.00011708179406366703
37,0.8961217913374436,0.8870216488838196,0.009100142453624005
71,0.9033698461119052,0.8908917082305503,0.012478137881354878
